2026-04-04 13:35:00 | INFO | ============================================================
2026-04-04 13:35:00 | INFO | VALIDATOR DISPATCHER TRIGGERED
2026-04-04 13:35:00 | INFO | No validators for: /Users/artemsimeisn/IdeaProjects/sber/aihub/JavaClaw/app/build.gradle
2026-04-04 13:35:01 | INFO | ============================================================
2026-04-04 13:35:01 | INFO | VALIDATOR DISPATCHER TRIGGERED
2026-04-04 13:35:01 | INFO | No validators for: /Users/artemsimeisn/IdeaProjects/sber/aihub/JavaClaw/base/build.gradle
2026-04-04 13:35:03 | INFO | ============================================================
2026-04-04 13:35:03 | INFO | VALIDATOR DISPATCHER TRIGGERED
2026-04-04 13:35:03 | INFO | No validators for: /Users/artemsimeisn/IdeaProjects/sber/aihub/JavaClaw/app/src/main/resources/application.yaml
2026-04-04 13:35:05 | INFO | ============================================================
2026-04-04 13:35:05 | INFO | VALIDATOR DISPATCHER TRIGGERED
2026-04-04 13:35:05 | INFO | No validators for: /Users/artemsimeisn/IdeaProjects/sber/aihub/JavaClaw/app/src/main/resources/application.yaml
2026-04-04 13:35:16 | INFO | ============================================================
2026-04-04 13:35:16 | INFO | VALIDATOR DISPATCHER TRIGGERED
2026-04-04 13:35:16 | INFO | No validators for: /Users/artemsimeisn/IdeaProjects/sber/aihub/JavaClaw/docker-compose.dev.yml
2026-04-04 13:35:24 | INFO | ============================================================
2026-04-04 13:35:24 | INFO | VALIDATOR DISPATCHER TRIGGERED
2026-04-04 13:35:24 | INFO | No validators for: /Users/artemsimeisn/IdeaProjects/sber/aihub/JavaClaw/base/src/main/resources/db/migration/V1__init_tasks.sql
2026-04-04 13:39:08 | INFO | ============================================================
2026-04-04 13:39:08 | INFO | VALIDATOR DISPATCHER TRIGGERED
2026-04-04 13:39:08 | INFO | File: /Users/artemsimeisn/IdeaProjects/sber/aihub/JavaClaw/base/src/main/java/ai/javaclaw/tasks/Task.java
2026-04-04 13:39:08 | INFO | Dispatching to: ['spotless_validator.py', 'maven_compile_validator.py', 'pmd_validator.py']
